|CASE NUMBER|SR LOCATION|COUNTY|DISTRICT|NEIGHBORHOOD|TAX ID|TRASH QUAD|RECYCLE QUAD|TRASH DAY|HEAVY TRASH DAY|RECYCLE DAY|KEY MAP|MANAGEMENT DISTRICT|DEPARTMENT|DIVISION|SR TYPE|QUEUE|SLA|STATUS|SR CREATE DATE|DUE DATE|DATE CLOSED|OVERDUE|Title|x|y|LATITUDE|LONGITUDE|Channel Type
260656|11693751-101001173013|2630 FOUNTAIN VIEW, HOUSTON TX 77057|HARRIS|G|GREATER UPTOWN|0990760000002||||||491S||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-10-27 21:22:01|2013-10-30 21:22:01|2013-10-28 05:40:01|-2.65|Flooding-101001173013|3083571.72346|13833572.7481|29.74057605|-95.48566386|Voice In
263589|11695035-101001176418|6410 HERON, HOUSTON TX 77087|HARRIS|I|GOLFCREST / BELLFORT / REVEILLE|0790610090009|SE|SE|TUESDAY|3rd Monday|TUESDAY-A|574C|HCID #9|PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-10-30 15:30:00|2013-11-02 15:30:00|2013-10-31 12:20:01|-2.13|Flooding-101001176418|3139240.57308|13806169.481|29.66053874|-95.3130495|Voice In
263598|11695037-101001176428|12405 N GESSNER, HOUSTON TX 77064|HARRIS|A|WILLOWBROOK|1196010010002||||||370J||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-10-30 15:34:57|2013-11-02 15:34:57|2013-10-31 08:40:06|-2.29|Flooding|||29.9547756|-95.54777135|WEB
263622|11695045-101001176454|Intersection 3700 LANG RD & 6600 THORNWALL ST||A|LANGWOOD||NW|NW|FRIDAY|4th Thursday|FRIDAY-A|451J||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-10-30 15:48:13|2013-11-02 15:48:13|2013-10-31 08:00:05|-2.33|Flooding-101001176454|3081645.12003|13864892.0703|29.82682409|-95.48876959|Voice In
263683|11695069-101001176524|Intersection 1820 FAIRVIEW AVE & 2400 MANDELL ST|Harris County|C|NEARTOWN - MONTROSE||NW|NE|MONDAY|1st Wednesday|MONDAY-A|492V|Montrose Management District|PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-10-30 16:27:11|2013-11-02 16:27:11|2013-10-31 13:40:01|-2.12|Flooding-101001176524|3110438.74584|13836108.099|29.74529841|-95.4007949|Voice In
263720|11695094-101001176570|Intersection 1900 MCDUFFIE ST & 2000 VERMONT ST|Harris County|C|NEARTOWN - MONTROSE||NW|NE|MONDAY|1st Wednesday|MONDAY-A|492R|Montrose Management District|PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-10-30 16:53:13|2013-11-02 16:53:13|2013-10-31 09:40:01|-2.3|Flooding-101001176570|3108130.95223|13837431.8716|29.74913218|-95.40793601|Voice In
263904|11695173-101001176766|9715 RAFAEL, HOUSTON TX 77013|HARRIS|I|EL DORADO / OATES PRAIRIE|0844030000022|NE|NE|THURSDAY|1st Monday|THURSDAY-A|455Z||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-10-31 07:11:06|2013-11-03 07:11:06|2013-10-31 07:11:31|-3.0|Flooding-101001176766|3155577.65064|13856963.574|29.79872655|-95.25651635|Voice In
263905|11695174-101001176767|3502 LA RETAMA, HOUSTON TX 77013|HARRIS|I|EL DORADO / OATES PRAIRIE|0844110000007|NE|NW|THURSDAY|1st Monday|Thursday-A|455Z||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-10-31 07:11:56|2013-11-03 07:11:56|2013-10-31 13:00:01|-2.76|Flooding-101001176767|3155318.90017|13855314.6193|29.79421705|-95.25749811|Voice In
263940|11695187-101001176802|Intersection 4300 MARINA ST & 1800 THOMPSON ST|Harris County|C|WASHINGTON AVENUE COALITION / MEMORIAL P||NW|NW|MONDAY|1st Wednesday|MONDAY-A|492H||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-10-31 07:58:46|2013-11-03 07:58:46|2013-10-31 10:45:01|-2.88|Flooding-101001176802|3108956.49027|13847176.0194|29.77584624|-95.40439162|Voice In
263942|11695190-101001176804|Intersection 14100 GULF FWY & 12990 SCARSDALE BLVD|Harris County|D|SOUTH BELT / ELLINGTON|||||||576Z||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-10-31 08:00:04|2013-11-03 07:59:54|2013-10-31 13:40:02|-2.76|Flooding-101001176804|3176493.65966|13784889.0213|29.5987657|-95.1979897|Voice In
263955|11695195-101001176818|Intersection 8200 EASTHAVEN BLVD & 1600 LASKEY|Harris County|E|EDGEBROOK AREA|||||||575D||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-10-31 08:11:53|2013-11-03 08:11:53|2013-10-31 11:20:01|-2.87|Flooding-101001176818|3159641.60806|13803272.162|29.65079114|-95.24913782|Voice In
263969|11695205-101001176832|5455 OLD SHANISH TRA, HOUSTON TX 77023|HARRIS|I|GULFGATE RIVERVIEW / PINE VALLEY|0410070260056||||||534F||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-10-31 08:21:29|2013-11-03 08:21:29|2013-10-31 09:45:01|-2.94|Flooding-101001176832|3133371.5963|13824478.4352|29.71137219|-95.32971125|Voice In
264001|11695219-101001176866|Intersection 9050 CLINTON DR & 816 E IH 610 LOOP N|Harris County|I|CLINTON PARK TRI-COMMUNITY|||||||495U||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-10-31 08:44:18|2013-11-03 08:44:18|2013-10-31 10:00:02|-2.95|Flooding-101001176866|3153537.68818|13834827.5395|29.73806288|-95.26517356|Voice In
264006|11695223-101001176872|2415 BINZ, HOUSTON TX 77004|HARRIS|D|MACGREGOR|0611220000028|SE|SW|TUESDAY|3rd Friday|TUESDAY-A|533B|Greater Southeast MD|PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-10-31 08:47:37|2013-11-03 08:47:35|2013-10-31 14:20:01|-2.77|Flooding-101001176872|3118293.03459|13826495.7904|29.71821006|-95.3769935|Voice In
264037|11695236-101001176904|10730 PIPING ROCK, HOUSTON TX 77042|HARRIS|G|BRIAR FOREST|0923550000001||||||489U||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-10-31 09:04:02|2013-11-03 09:04:01|2013-10-31 16:20:02|-2.7|Flooding-101001176904|3057800.76286|13833029.2163|29.7411867|-95.56688844|Voice In
264046|11695239-101001176913|2423 MOREAU, HOUSTON TX 77093|HARRIS|B|EASTEX - JENSEN AREA|0771590020050|NE|NE|MONDAY|2nd Thursday|MONDAY-B|414W|Greater Northside MD|PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-10-31 09:09:50|2013-11-03 09:09:50|2013-10-31 12:20:01|-2.87|Flooding-101001176913|3125949.22663|13880041.1942|29.86473295|-95.34761691|Voice In
264054|11695243-101001176921|Intersection 1400 STERRETT ST & 800 WILLIAM ST|Harris County|H|DOWNTOWN|||||||493M|Houston Downtown|PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-10-31 09:13:16|2013-11-03 09:13:16|2013-10-31 16:25:01|-2.7|Flooding-101001176921|3125203.68908|13844592.0718|29.76736062|-95.35345467|Voice In
264075|11695256-101001176946|8811 ALCOTT, HOUSTON TX 77080|HARRIS|A|SPRING BRANCH CENTRAL|0972400000019|NW|NW|FRIDAY|4th Thursday|Friday-A|450R|Spring Branch MD|PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-10-31 09:20:39|2013-11-03 09:20:39|2013-10-31 10:40:01|-2.94|Flooding-101001176946|3074948.69641|13861059.7367|29.81684115|-95.51024037|Voice In
264086|11695263-101001176958|Intersection 2100 CHAPMAN ST & 1400 NOBLE ST||H|NEAR NORTHSIDE||NE|NW|FRIDAY|1st Friday|FRIDAY-B|493D|Greater Northside MD|PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-10-31 09:29:49|2013-11-03 09:29:49|2013-10-31 13:20:01|-2.84|Flooding-101001176958|3124934.33922|13849346.0784|29.78045086|-95.35383616|Voice In
264087|11695266-101001176959|7611 MELROSE, HOUSTON TX 77022|HARRIS|H|NORTHSIDE/NORTHLINE|0891950000003|NE|NW|MONDAY|3rd Monday|MONDAY-B|453L|Greater Northside MD|PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-10-31 09:29:59|2013-11-03 09:29:59|2013-10-31 11:20:02|-2.92|Flooding-101001176959|3120187.42614|13867242.5334|29.83004795|-95.36704097|Voice In
264093|11695269-101001176966|8181 FANNIN, HOUSTON TX 77054|HARRIS|K|ASTRODOME AREA|1182710000001||||||532R||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-10-31 09:33:04|2013-11-03 09:33:04|2013-10-31 10:45:01|-2.95|Flooding-101001176966|3110828.22669|13814953.3463|29.68711658|-95.40161897|Voice In
264116|11695285-101001176993|Intersection 100 AVONDALE ST & 3050 BALDWIN ST||C|NEARTOWN - MONTROSE||NW|NW|MONDAY|1st Wednesday|Monday-a|493T|Montrose Management District|PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-10-31 09:44:44|2013-11-03 09:44:44|2013-10-31 16:25:01|-2.72|Flooding-101001176993|3116502.30589|13836390.975|29.7455615|-95.38166813|Voice In
264122|11695289-101001176999|10734 CEDAR CREEK, HOUSTON TX 77042|HARRIS|G|BRIAR FOREST|0963590000002||||||489Q||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-10-31 09:47:05|2013-11-03 09:47:05|2013-10-31 10:00:02|-2.99|Flooding-101001176999|3057774.00602|13835903.7358|29.74909043|-95.56670684|Voice In
264124|11695290-101001177001|Intersection 6100 CLAREWOOD DR & 6600 RAMPART DR|Harris County|J|GULFTON||SW|SE|TUESDAY|1st Friday|TUESDAY-B|531E||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-10-31 09:48:53|2013-11-03 09:48:53|2013-10-31 11:40:01|-2.92|Flooding-101001177001|3082900.79009|13822113.7893|29.70913315|-95.48886107|Voice In
264128|11695294-101001177006|Intersection 10800 OLYMPIA DR & 2200 WALNUT BEND LN||G|BRIAR FOREST|||||||489U||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-10-31 09:49:49|2013-11-03 09:49:49|2013-10-31 12:40:01|-2.88|Flooding-101001177006|3057704.44219|13833852.5831|29.74345777|-95.56711569|Voice In
264138|11695298-101001177017|12916 HARVEY, HOUSTON TX 77013|HARRIS|I|NORTHSHORE|0750570060119|NE|NE|THURSDAY|1st Monday|THURSDAY-A|456Z||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-10-31 09:55:36|2013-11-03 09:55:36|2013-10-31 12:25:00|-2.9|Flooding-101001177017|3169968.09528|13858084.8345|29.80053422|-95.21105271|Voice In
264142|11695299-101001177021|8909 BURL, HOUSTON TX 77028|HARRIS|B|EAST HOUSTON|0772530140185|NE|SW|THURSDAY|2nd Monday||455G||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-10-31 09:57:28|2013-11-03 09:57:28|2013-10-31 12:05:26|-2.91|Flooding-101001177021|3151119.82753|13872740.2061|29.84248117|-95.268978|Voice In
264159|11695309-101001177043|3401 HOLMAN, HOUSTON TX 77004|HARRIS|D|GREATER THIRD WARD|0221390000001|SE|SW|TUESDAY|3rd Friday|TUESDAY-A|493Z|Greater Southeast MD|PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-10-31 10:03:33|2013-11-03 10:03:33|2013-10-31 11:40:01|-2.93|Flooding-101001177043|3125410.6926|13829617.1329|29.72618155|-95.35427368|Voice In
264172|11695312-101001177058|5407 BEECHNUT, HOUSTON TX 77096|HARRIS|C|MEYERLAND AREA|0870510000009|SW|SE|TUESDAY|2nd Wednesday|TUESDAY-B|531P||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-10-31 10:07:52|2013-11-03 10:07:52|2013-10-31 11:40:01|-2.94|Flooding-101001177058|3085989.52243|13814794.1767|29.68875761|-95.47982922|Voice In
264176|11695314-101001177062|6714 MANO, HOUSTON TX 77076|HARRIS|H|NORTHSIDE/NORTHLINE|0641230080005|NE|NW|MONDAY|3rd Tuesday|MONDAY-B|413X||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-10-31 10:09:05|2013-11-03 10:09:05|2013-11-04 10:20:02|1.01|Flooding-101001177062|3113759.20836|13878025.127|29.86023277|-95.38625496|Voice In
264182|11695317-101001177069|1931 JACQUELYN, HOUSTON TX 77055|HARRIS|A|SPRING BRANCH EAST|0700290070018|NW|NE|FRIDAY|4th Thursday|FRIDAY-A|451T|Spring Branch MD|PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-10-31 10:11:49|2013-11-03 10:11:48|2013-10-31 16:40:01|-2.73|Flooding-101001177069|3084214.56469|13857589.907|29.80654015|-95.48136238|Voice In
264210|11695326-101001177099|1120 THOMPSON, HOUSTON TX 77007|HARRIS|C|WASHINGTON AVENUE COALITION / MEMORIAL P|0250410000247|NW||MONDAY|1st Wednesday||492H||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-10-31 10:23:13|2013-11-03 10:23:13|2013-10-31 14:40:01|-2.82|Flooding-101001177099|3109255.6068|13845652.7416|||Voice In
264229|11695336-101001177118|Intersection 7000 ASHCROFT DR & 6200 EDGEMOOR DR|Harris County|J|GULFTON||SW|SE|TUESDAY|1st Friday|TUESDAY-B|531E||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-10-31 10:31:17|2013-11-03 10:31:17|2013-10-31 13:40:01|-2.87|Flooding-101001177118|3082323.6938|13820109.837|29.70367229|-95.49086762|Voice In
264252|11695344-101001177145|10726 OLYMPIA, HOUSTON TX 77042|HARRIS|G|BRIAR FOREST|0923580000002||||||489U||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-10-31 10:39:11|2013-11-03 10:39:11|2013-10-31 12:40:01|-2.92|Flooding-101001177145|3057849.1102|13833948.1463|29.74370879|-95.56665116|Voice In
264269|11695351-101001177164|5910 HARTWICK, HOUSTON TX 77016|HARRIS|B|EAST LITTLE YORK / HOMESTEAD|0912190000003|NE||TUESDAY|2nd Thursday||414R||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-10-31 10:44:06|2013-11-03 10:44:06|2013-10-31 12:00:01|-2.95|Flooding-101001177164|3140060.59736|13887827.132|||Voice In
264294|11695361-101001177192|6003 BELARBOR, HOUSTON TX 77033|HARRIS|D|SOUTH PARK|0790090230012|SE|SE|FRIDAY|4th Wednesday|FRIDAY-A|534X||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-10-31 10:55:37|2013-11-03 10:55:37|2013-10-31 15:40:01|-2.8|Flooding-101001177192|3135854.7744|13808019.8726|29.66591802|-95.32352205|Voice In
264297|11695362-101001177197|11423 LERA, HOUSTON TX 77016|HARRIS|B|EAST LITTLE YORK / HOMESTEAD|0913920000005|NE|NE|TUESDAY|2nd Wednesday|TUESDAY-A|415N||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-10-31 10:57:04|2013-11-03 10:57:04|2013-10-31 14:05:01|-2.87|Flooding-101001177197|3141979.69227|13888408.9051|29.8863459|-95.29622969|Voice In
264326|11695374-101001177231|7354 MOUNTBATTEN, HOUSTON TX 77033|HARRIS|D|SOUTH PARK|0751890170015|SE|SE|FRIDAY|4th Wednesday|FRIDAY-A|534S|HCID #10-A|PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-10-31 11:07:50|2013-11-03 11:07:50|2013-10-31 13:40:02|-2.89|Flooding-101001177231|3129847.54495|13811747.1677|29.67668125|-95.34206187|Voice In
264328|11695375-101001177233|1632 THOMPSON, HOUSTON TX 77007|HARRIS|C|WASHINGTON AVENUE COALITION / MEMORIAL P|1266790010001|NW|NW|MONDAY|1st Wednesday|MONDAY-A|492H||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-10-31 11:08:39|2013-11-03 11:08:39|2013-10-31 14:20:01|-2.87|Flooding|||29.775692|-95.40424258|WEB
264350|11695390-101001177257|Intersection 0 S IH 45 HWY & 2000 MILAM ST|Harris County|C|MIDTOWN|||||||493Q|Midtown MD|PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-10-31 11:21:00|2013-11-03 11:21:00|2013-10-31 14:40:01|-2.86|Flooding-101001177257|3119288.52899|13838226.0291|29.75036819|-95.37271267|Voice In
264368|11695398-101001177276|425 E WITCHER, HOUSTON TX 77076|HARRIS|H|NORTHSIDE/NORTHLINE|0740750030017|NE|NW|MONDAY|3rd Tuesday|MONDAY-B|453A|Greater Northside MD|PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-10-31 11:27:49|2013-11-03 11:27:49|2013-10-31 13:20:01|-2.92|Flooding-101001177276|3111567.05395|13874399.7937|29.85043384|-95.3935416|Voice In
264370|11695397-101001177278|Intersection 11200 ALMEDA RD & 2400 REED RD|Harris County|D|CENTRAL SOUTHWEST||SW||FRIDAY|||572D||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-10-31 11:28:47|2013-11-03 11:28:45|2013-10-31 15:40:01|-2.83|Flooding-101001177278|3111006.82705|13804198.6044|29.65753916|-95.40209862|Voice In
264373|11695401-101001177282|10722 OLYMPIA, HOUSTON TX 77042|HARRIS|G|BRIAR FOREST|0923580000003||||||489U||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-10-31 11:31:18|2013-11-03 11:31:17|2013-10-31 14:25:01|-2.88|Flooding-101001177282|3057929.00079|13833950.79|29.7437096|-95.56639926|Voice In
264385|11695412-101001177296|Intersection 3800 JEANETTA ST & 9200 WESTPARK DR|Harris County|J|MID WEST||SW|SW|MONDAY|1st Friday|MONDAY-A|530B||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-10-31 11:37:04|2013-11-03 11:37:04|2013-10-31 14:00:03|-2.9|Flooding-101001177296|3071268.32648|13826107.2049|29.72106561|-95.52511603|Voice In
264431|11695449-101001177351|1701 JACQUELYN, HOUSTON TX 77055|HARRIS|A|SPRING BRANCH EAST|0641830000006|NW|NE|FRIDAY|4th Wednesday|FRIDAY-A|451X|Spring Branch MD|PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-10-31 12:03:59|2013-11-03 12:03:59|2013-10-31 14:00:03|-2.92|Flooding-101001177351|3084304.3401|13855236.9987|29.80006522|-95.48130261|Voice In
264458|11695453-101001177379|Intersection 1700 COLQUITT ST & 4200 DUNLAVY ST|Harris County|C|NEARTOWN - MONTROSE||NW|NE|MONDAY|1st Wednesday|MONDAY-A|492Z|Montrose Management District|PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-10-31 12:13:28|2013-11-03 12:13:22|2013-10-31 14:00:03|-2.93|Flooding-101001177379|3110186.31983|13832426.1326|29.73519907|-95.40194693|Voice In
264495|11695467-101001177422|14022 AMBLE, HOUSTON TX 77085|HARRIS|K|CENTRAL SOUTHWEST|0855030000021|SW|SW|FRIDAY|4th Wednesday|FRIDAY-A|571Q|Five Corners HCID #10B|PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-10-31 12:33:53|2013-11-03 12:33:53|2013-10-31 14:25:01|-2.92|Flooding-101001177422|3089816.04168|13790625.5541|29.62200494|-95.47007994|Voice In
264510|11695472-101001177439|Intersection 50 EL DORADO BLVD & 0 GULF FWY|Harris County|E|CLEAR LAKE|||||||617R||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-10-31 12:42:19|2013-11-03 12:42:18|2013-10-31 13:40:02|-2.96|Flooding-101001177439|3191054.01276|13768928.5027|29.55358649|-95.15384708|Voice In
264527|11695479-101001177457|6409 KASSARINE, HOUSTON TX 77033|HARRIS|D|SOUTH PARK|0751900350009|SE|SE|FRIDAY|4th Wednesday|FRIDAY-A|534P||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-10-31 12:50:18|2013-11-03 12:50:18|2013-10-31 14:05:01|-2.95|Flooding-101001177457|3132380.3906|13815515.0201|29.68681993|-95.33371737|Voice In
264531|11695480-101001177461|8320 VENUS, HOUSTON TX 77088|HARRIS|B|ACRES HOME|0701140140005|NW|NW|TUESDAY|4th Monday|TUESDAY-B|411R||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-10-31 12:53:26|2013-11-03 12:53:26|2013-10-31 16:05:01|-2.87|Flooding-101001177461|3093286.84018|13883445.5473|29.87685538|-95.45029437|Voice In
264696|11695557-101001177637|8877 CITY PARK LP, HOUSTON TX 77013|HARRIS|I|EL DORADO / OATES PRAIRIE|1320410010001||||||455U||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-10-31 14:01:35|2013-11-03 14:01:35|2013-10-31 16:40:01|-2.89|Flooding-101001177637|3151895.48838|13858430.6918|29.8030826|-95.26797267|Voice In
264697|11695555-101001177638|Intersection 900 COMMERCE ST & 2 TRAVIS ST|Harris County|I|DOWNTOWN|||||||493M|Houston Downtown|PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-10-31 14:01:37|2013-11-03 14:01:37|2013-10-31 16:20:02|-2.9|Flooding-101001177638|3123024.62815|13843411.8084|29.7643031|-95.36043555|Voice In
264763|11695587-101001177717|6102 DASHWOOD, HOUSTON TX 77081|HARRIS|J|GULFTON|0750370020006|SW|SW|TUESDAY|1st Friday|Tuesday-b|531E||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-10-31 14:41:00|2013-11-03 14:41:00|2013-10-31 17:25:01|-2.89|Flooding-101001177717|3082748.4213|13821543.3161|||Voice In
264773|11695592-101001177728|2419 BINZ, HOUSTON TX 77004|HARRIS|D|MACGREGOR|0611220000027|SE|SW|TUESDAY|3rd Friday|TUESDAY-A|533B|Greater Southeast MD|PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-10-31 14:48:30|2013-11-03 14:48:30|2013-10-31 17:25:01|-2.89|Flooding-101001177728|3118335.10669|13826461.9936|29.71811358|-95.37686431|Voice In
264825|11695612-101001177789|Intersection 4400 DENMARK ST & 7500 GLASS ST|Harris County|B|TRINITY / HOUSTON GARDENS||NE|NW|TUESDAY|2nd Tuesday|TUESDAY-A|454K||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-10-31 15:20:13|2013-11-03 15:20:13|2013-10-31 17:40:01|-2.9|Flooding-101001177789|3133319.13413|13866693.7615|29.82741162|-95.32569891|Voice In
264865|11695625-101001177838|Intersection 1900 SHARP PL & 2100 STANMORE DR||G|AFTON OAKS / RIVER OAKS AREA|||||||492Q||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-10-31 15:42:55|2013-11-03 15:42:55|2013-10-31 16:45:01|-2.96|Flooding-101001177838|3106886.33956|13837737.1495|29.75007635|-95.41182699|Voice In
264914|11695650-101001177898|Intersection 7400 CAMBRIDGE ST & 2000 OLD SPANISH TRL|Harris County|D|MEDICAL CENTER AREA|||||||533J||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-10-31 16:07:12|2013-11-03 16:07:12|2013-10-31 17:20:01|-2.95|Flooding-101001177898|3113436.82974|13818851.58|29.69761091|-95.39302836|Voice In
264923|11695654-101001177911|Intersection 500 W MOUNT HOUSTON RD & 9400 NORTH FWY|Harris County|H|NORTHSIDE/NORTHLINE||NE||MONDAY|3rd Tuesday||412M||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-10-31 16:11:46|2013-11-03 16:11:46|2013-10-31 18:00:01|-2.92|Flooding-101001177911|3105218.77465|13891597.9178|29.89826203|-95.41187287|Voice In
264924|11695652-101001177912|Intersection 12600 N GESSNER RD & 8600 MILLS RD|Harris County|A|WILLOWBROOK|||||||370J||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-10-31 16:12:00|2013-11-03 16:11:59|2013-10-31 18:40:01|-2.9|Flooding-101001177912|3061915.19787|13910393.202|29.95350739|-95.54673116|Voice In
264991|11695686-101001177984|5706 TELEPHONE, HOUSTON TX 77087|HARRIS|I|GOLFCREST / BELLFORT / REVEILLE|0650170070012|SE|SW|TUESDAY|3rd Wednesday|Tuesday-A|535S||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-10-31 16:44:28|2013-11-03 16:44:28|2013-10-31 18:00:01|-2.95|Flooding-101001177984|3144701.55625|13814322.2547|29.68247373|-95.29504988|Voice In
265031|11695708-101001178032|Intersection 8030 JUTLAND RD & 5100 PENSDALE DR|Harris County|D|SOUTH PARK||SE|SE|FRIDAY|4th Thursday|FRIDAY-A|533Z|HCID #10-A|PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-10-31 17:07:59|2013-11-03 17:07:59|2013-10-31 18:20:01|-2.95|Flooding-101001178032|3128018.32813|13808485.0863|29.66787186|-95.3481404|Voice In
265047|11695716-101001178050|6343 HARTWICK, HOUSTON TX 77016|HARRIS|B|EAST LITTLE YORK / HOMESTEAD|0913990000020|NE|NE|TUESDAY|2nd Wednesday|TUESDAY-A|415N||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-10-31 17:20:43|2013-11-03 17:20:42|2013-10-31 18:40:01|-2.94|Flooding-101001178050|3142774.85964|13887958.6957|29.88503923|-95.29376665|Voice In
266373|11696309-101001179557|Intersection 650 W 34TH ST & 3400 N SHEPHERD DR|Harris County|C|CENTRAL NORTHWEST||NW|NE|TUESDAY|3rd Thursday|TUESDAY-B|452R||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-11-01 22:09:59|2013-11-04 22:09:59|2013-11-03 09:40:02|-1.52|Flooding-101001179557|3106575.17811|13862228.1428|29.81742086|-95.41043855|Voice In
